,tradedate,CI005921.WI,CI005920.WI,CI005919.WI,CI005918.WI,CI005917.WI,000300.SH,000905.SH,000852.SH,881001.WI,CI005030.WI,CI005029.WI,CI005028.WI,CI005027.WI,CI005026.WI,CI005025.WI,CI005024.WI,CI005023.WI,CI005022.WI,CI005021.WI,CI005020.WI,CI005019.WI,CI005018.WI,CI005017.WI,CI005016.WI,CI005015.WI,CI005014.WI,CI005013.WI,CI005012.WI,CI005011.WI,CI005010.WI,CI005009.WI,CI005008.WI,CI005007.WI,CI005006.WI,CI005005.WI,CI005004.WI,CI005003.WI,CI005002.WI,CI005001.WI
2813,2017-06-29,2875.8608,5651.5885,7933.992,3844.9478,6735.3184,3668.8279,6116.9932,7456.6719,4353.1551,1376.9522,5792.8551,3888.5042,5137.0378,5107.4921,5611.9918,2086.9797,7394.5247,8189.8154,6648.8132,5078.8595,10720.2323,9777.5447,4531.9269,11400.9303,6819.5177,5585.6117,7341.7866,6977.4935,6030.7926,6203.4468,3961.6576,6085.378,4699.742,5225.3972,1590.8326,3081.7471,4775.7872,1822.0448,2348.0296
2814,2017-06-30,2877.7812,5657.9672,7969.8705,3852.187,6717.8042,3666.7977,6138.1556,7465.7623,4357.9826,1392.2239,5838.6652,3876.9784,5127.0537,5116.9207,5622.1048,2092.7435,7371.3341,8175.1947,6629.531,5109.5656,10736.4857,9823.1003,4533.4773,11474.9216,6895.3573,5602.7592,7360.4236,6956.2886,6058.7621,6210.7474,3982.0497,6093.6841,4696.3567,5246.229,1586.1649,3087.3414,4790.9362,1815.7885,2355.9125
2815,2017-07-03,2887.1221,5688.9835,7945.6317,3878.2082,6692.8661,3650.8463,6177.3953,7537.106,4367.2225,1400.9433,5883.8932,3909.1581,5166.1199,5138.8248,5599.6735,2102.9037,7387.4858,8108.3883,6610.9047,5168.4381,10576.2781,9837.6838,4557.6536,11312.876,6923.4262,5625.0051,7359.6941,6973.3648,6107.3745,6251.6062,4031.4168,6191.1419,4713.575,5280.8025,1631.882,3099.3411,4834.2821,1843.5508,2371.6
2816,2017-07-04,2870.1443,5677.5296,7874.3684,3869.8697,6628.3839,3619.9841,6146.8527,7523.6952,4344.4196,1389.3042,5908.2361,3879.0354,5158.0229,5137.8777,5607.0057,2091.9519,7289.7545,8023.0669,6564.4673,5161.4054,10431.482,9757.3867,4546.0465,11192.1755,6872.816,5594.3594,7353.0623,7015.5004,6100.8898,6247.1542,4021.8014,6159.6002,4675.1884,5264.6521,1613.2267,3092.319,4797.1601,1832.7754,2391.2155
2817,2017-07-05,2883.2834,5722.6442,7949.9817,3904.2683,6724.9854,3659.6795,6193.9641,7588.087,4386.95,1401.2746,5965.5469,3896.7512,5187.6574,5191.8122,5669.9929,2104.5899,7345.6077,8217.6135,6629.3987,5180.9415,10550.8261,9800.8526,4571.6607,11431.5551,6911.8693,5623.3433,7425.8176,7044.4877,6129.9363,6288.8241,4067.2811,6225.2611,4708.1475,5319.8831,1625.0898,3099.3903,4899.0985,1851.427,2397.9815
2818,2017-07-06,2888.7073,5731.0911,7914.7395,3921.9795,6739.15,3660.0967,6201.6535,7601.7853,4392.2279,1388.5635,5945.8213,3866.0616,5178.1372,5185.1145,5710.3627,2112.0138,7307.9432,8266.0382,6647.8969,5196.357,10478.3203,9738.5097,4572.1093,11389.4776,6881.7769,5617.5463,7486.245,7045.0542,6139.2079,6299.6413,4063.2052,6224.4776,4699.5181,5328.5213,1643.3097,3103.3413,4990.2261,1880.0437,2399.1576
2819,2017-07-07,2894.1266,5749.4227,7880.206,3946.0297,6749.5982,3655.9293,6226.0108,7623.3803,4401.7745,1387.7331,6004.9906,3862.4671,5154.1952,5201.1018,5725.8922,2120.9454,7366.7691,8306.3325,6613.9757,5205.2484,10387.8389,9709.159,4585.3874,11244.9467,6830.2376,5628.8055,7474.3089,7096.6969,6150.0575,6326.4951,4115.5746,6315.2136,4693.2649,5363.751,1660.6414,3105.5247,5143.8462,1905.795,2400.1272
2820,2017-07-10,2906.4473,5691.2637,7872.6772,3936.9184,6759.6603,3653.6868,6206.5568,7577.8179,4390.3421,1385.4072,5968.1926,3809.8056,5096.1211,5135.8017,5645.1586,2113.03,7370.3424,8349.3572,6608.2015,5207.2706,10461.5749,9641.3263,4558.7304,11267.4063,6827.5547,5632.2213,7410.9679,7088.8492,6121.1788,6309.5158,4083.3029,6325.4795,4734.824,5331.0086,1689.709,3086.9863,5143.5915,1910.7431,2410.6325
2821,2017-07-11,2890.109,5620.9779,7898.8937,3888.4977,6827.8029,3670.8086,6128.9942,7484.0582,4373.7504,1370.4254,5881.7787,3778.1035,5022.6382,5066.555,5599.5209,2101.9577,7344.8211,8400.3978,6746.2234,5175.4823,10542.2554,9601.8927,4513.7877,11575.8751,6772.0552,5624.0857,7371.0673,7010.8572,6054.7389,6231.2913,4023.9275,6285.8906,4693.4546,5266.1658,1665.2795,3058.7641,5004.2333,1865.1041,2391.3171
2822,2017-07-12,2885.0367,5620.3225,7835.5981,3890.0793,6833.9537,3658.8236,6132.9922,7474.3329,4367.3654,1360.494,5866.9177,3762.936,4993.3026,5074.689,5604.1684,2094.1935,7371.4212,8329.0895,6800.1845,5164.6795,10449.3601,9540.1741,4490.837,11393.1398,6791.815,5569.6007,7315.5579,6971.2296,6037.0058,6228.5871,4032.9709,6293.0681,4711.8269,5289.6462,1659.4859,3039.398,5105.543,1883.8691,2384.4935
2823,2017-07-13,2910.6274,5609.5287,7841.0391,3898.4139,6939.8222,3686.9205,6149.9337,7474.2995,4386.9915,1355.1119,5882.9792,3741.6327,4974.5203,5066.1042,5571.8834,2104.7359,7347.6434,8501.8582,6942.207,5182.1334,10407.794,9588.3685,4486.0421,11407.1238,6778.7865,5578.4174,7295.3745,7015.694,6021.6278,6221.2347,4037.7182,6323.7473,4784.3832,5288.7861,1680.4168,3030.3967,5161.2098,1894.1126,2410.1125
2824,2017-07-14,2923.1206,5584.2516,7821.9028,3891.3913,6991.4852,3703.094,6128.7397,7433.1796,4386.9144,1348.4746,5862.8864,3715.1347,4938.2896,5032.9084,5585.0846,2115.8968,7367.009,8557.1276,7016.433,5093.5078,10459.991,9534.6877,4484.6144,11411.4769,6764.3416,5573.2451,7303.1824,6989.4689,6002.3193,6206.087,4021.7367,6283.0814,4794.2817,5277.3925,1676.0237,3021.6304,5139.2704,1893.6874,2409.8995
2825,2017-07-17,2846.6721,5313.5495,7575.1311,3757.2604,6962.3083,3663.5575,5876.4592,7048.5352,4254.5455,1288.1642,5568.9266,3541.209,4611.2079,4815.2772,5359.4089,2061.8959,7121.7315,8479.5474,7121.4505,4841.8487,10216.7483,9208.2609,4271.8095,11227.5777,6485.6729,5348.1717,7071.7751,6574.9393,5736.6659,5903.2983,3854.502,6001.7696,4628.9216,5058.2921,1631.4556,2917.0616,5022.3303,1872.8155,2366.1845
2826,2017-07-18,2887.448,5345.1806,7590.9762,3798.6564,6944.7777,3667.1807,5938.4342,7109.6,4277.3295,1304.8537,5667.8463,3558.1628,4630.2143,4819.1759,5381.9779,2079.7849,7205.2037,8449.3847,7057.719,4869.0113,10265.6772,9213.1376,4309.438,11124.526,6555.9315,5403.7708,7079.1058,6638.3863,5764.0731,5949.9484,3897.7677,6071.2973,4746.0545,5125.0146,1679.4083,2930.8447,5115.3678,1937.3404,2379.6192
2827,2017-07-19,2921.2809,5430.0069,7658.0859,3876.7329,7078.2698,3729.7466,6059.3582,7202.8053,4347.537,1325.2864,5798.0313,3589.5931,4652.5818,4881.4637,5518.4698,2107.1502,7279.7344,8750.1195,7126.7041,4923.9404,10380.7749,9303.371,4347.7625,11158.0967,6607.9137,5449.9461,7158.4775,6710.1636,5835.5948,6029.6423,3949.3336,6269.9345,4804.7649,5224.2131,1735.3183,2961.8682,5338.436,2032.9785,2409.8528
2828,2017-07-20,2942.2966,5456.2224,7726.5342,3890.4426,7096.8618,3747.8843,6099.2835,7244.9003,4369.3883,1348.8964,5831.7355,3592.8161,4650.1932,4937.3553,5556.5198,2115.5513,7393.8569,8743.5454,7116.0531,4947.4927,10531.1983,9326.023,4367.2643,11360.6609,6612.2583,5480.9014,7198.9924,6751.3171,5870.7425,6052.4049,3956.7304,6312.8507,4817.63,5273.9847,1728.5433,2990.797,5348.3773,2024.003,2427.8767
2829,2017-07-21,2944.9134,5463.5691,7731.7835,3896.8187,7017.0634,3728.5976,6126.1083,7252.7072,4362.3397,1339.1776,5818.6812,3594.6493,4652.4803,4936.343,5553.6296,2120.56,7364.593,8583.9851,7052.5125,4961.4692,10594.7971,9296.304,4384.5875,11300.2379,6599.4537,5530.912,7218.9735,6777.9488,5899.145,6058.5651,3966.7773,6303.9791,4839.5,5284.5975,1725.2469,2987.3671,5363.0757,2033.5802,2435.1709
2830,2017-07-24,2954.798,5491.7083,7794.0846,3906.3356,7063.2431,3743.4686,6167.1282,7292.6485,4385.5692,1367.0298,5838.7664,3600.0546,4663.8554,4950.4735,5572.9764,2143.6958,7358.7467,8622.1166,7143.8727,4980.7472,10728.0473,9318.1463,4419.6022,11500.2143,6623.9434,5558.8489,7255.3676,6943.5301,5927.6349,6085.3809,3978.6139,6370.5278,4834.6869,5306.7829,1717.8694,3004.6118,5338.775,2010.8764,2436.4269
2831,2017-07-25,2931.2152,5478.0386,7771.7278,3890.4101,7029.244,3719.559,6153.5984,7278.8429,4367.9722,1367.5521,5831.7459,3627.5611,4654.4574,4913.3789,5551.6139,2127.224,7278.4516,8557.428,7150.5224,4968.44,10681.2376,9309.2132,4394.0093,11449.5458,6649.1003,5543.4235,7222.7247,6872.7722,5904.5196,6065.6302,3970.391,6354.1332,4778.1726,5264.1729,1716.0734,2991.6206,5340.0298,2008.7382,2431.2827
2832,2017-07-26,2928.558,5470.0512,7713.1206,3893.3362,7025.0858,3705.3884,6146.7028,7289.8774,4360.6756,1354.5616,5844.0963,3631.3842,4631.2831,4894.6982,5507.9632,2128.0024,7279.8,8558.7598,7137.1907,4954.1561,10546.4996,9230.1158,4389.613,11288.19,6641.6485,5567.4116,7146.1853,6908.2969,5906.4994,6056.1159,3954.4535,6345.5503,4767.4148,5318.2709,1720.3247,2989.1722,5406.0372,2008.8737,2456.3028
2833,2017-07-27,2933.0583,5572.7021,7752.9206,3901.1857,7040.9717,3712.1947,6184.0207,7383.1148,4389.8914,1374.6186,5846.0623,3746.9232,4828.7466,5011.5554,5585.3118,2146.1098,7320.4959,8604.6042,7120.4732,5024.703,10600.2099,9321.9241,4433.8083,11129.8694,6764.6885,5606.8739,7187.1895,6976.603,5967.578,6129.7091,3977.0156,6362.6043,4759.3219,5331.8075,1708.457,3007.956,5326.6969,1954.7203,2453.4109
2834,2017-07-28,2936.7324,5578.4243,7791.5112,3915.7246,7031.3565,3721.8914,6215.4633,7386.2077,4398.5199,1349.3257,5899.1,3721.5162,4794.3363,4997.3094,5603.9729,2140.3435,7344.1522,8532.3452,7136.5024,5017.9628,10823.0201,9327.5313,4420.664,11193.4429,6759.3864,5597.7863,7194.3489,6906.2247,5994.7685,6111.5889,3982.9324,6414.5767,4766.9952,5354.3453,1736.6229,3015.8952,5446.6806,1983.259,2450.7671
2835,2017-07-31,2943.4769,5616.1122,7824.721,3975.4558,7034.7779,3737.8732,6298.0004,7444.9572,4428.3127,1356.1289,6005.6268,3722.2239,4817.9518,5014.3973,5636.8604,2156.2499,7343.098,8578.5731,7110.83,5055.8335,10881.0508,9379.354,4438.4918,11184.6147,6772.6893,5677.6929,7197.6462,6846.5953,6032.0797,6132.8532,4025.7308,6485.2176,4779.9448,5444.6358,1812.5493,3025.566,5682.1586,2055.4386,2481.2333
2836,2017-08-01,2955.3105,5612.1111,7832.6521,3974.9129,7153.1794,3770.3828,6286.5362,7452.9334,4447.6331,1363.8398,6024.06,3721.7315,4827.6932,5034.5082,5617.2323,2161.5424,7383.7262,8814.9024,7205.3328,5053.4208,10907.1386,9382.6844,4437.8527,11200.591,6795.4707,5685.6051,7225.313,6804.5587,6040.6636,6137.9723,4023.9243,6525.7648,4807.9204,5459.7691,1799.9228,3038.2446,5626.7064,2006.9782,2494.2928
2837,2017-08-02,2919.743,5573.5838,7769.0347,3955.8894,7167.7613,3760.8525,6251.8627,7389.5098,4426.7606,1350.3105,6119.4865,3687.3312,4778.5227,4983.3854,5564.4927,2152.973,7305.7249,8833.1243,7265.1198,5002.3733,10865.3821,9312.1419,4383.7816,11087.836,6751.7128,5628.3677,7154.0266,6685.86,6005.3256,6081.3659,3979.9966,6530.5926,4702.3391,5428.7378,1826.4993,3028.556,5662.6364,2021.4458,2469.4601
2838,2017-08-03,2916.61,5582.3059,7738.6086,3972.5826,7078.2393,3727.8264,6261.9676,7424.1071,4416.4775,1366.4886,6081.2811,3724.1887,4813.3961,4950.5473,5516.1388,2159.6935,7273.7223,8717.1156,7150.5357,5016.569,10790.2539,9302.4141,4388.7593,10949.8354,6718.5041,5612.9801,7123.3984,6708.9583,6019.3035,6108.3533,3977.6207,6555.8136,4675.7653,5438.3584,1876.1934,3031.9538,5759.2651,2044.456,2468.779
2839,2017-08-04,2907.3993,5550.5189,7687.7746,3966.3456,7029.6698,3707.5796,6225.1151,7389.1455,4395.0192,1353.0287,6055.8907,3693.481,4783.3338,4925.1919,5455.5711,2157.3297,7211.3011,8663.7527,7103.0599,4994.0804,10673.2328,9271.048,4366.7246,10832.7424,6692.2213,5588.9162,7106.608,7076.8363,5965.8129,6115.747,3966.3123,6457.9215,4660.4154,5418.0015,1885.6913,3012.0898,5674.7117,2036.6624,2479.1398
2840,2017-08-07,2917.8649,5599.9168,7779.0514,4006.3999,7024.642,3726.7948,6303.4209,7445.1799,4426.5875,1355.2774,6156.8326,3708.7172,4803.9074,4948.8367,5510.0112,2168.3052,7224.6841,8633.2821,7106.2721,5045.3784,10920.9875,9378.0324,4380.7629,10983.9207,6721.4691,5594.5442,7138.2691,7065.1229,6001.5596,6149.0649,4004.4768,6511.0053,4684.0244,5431.0185,1966.2107,3031.6172,5853.9319,2070.1454,2482.6781
2841,2017-08-08,2922.2383,5628.3788,7821.329,3997.9002,7031.2211,3732.2129,6303.716,7470.6933,4436.4363,1368.9264,6184.4776,3742.9031,4871.7054,4983.8468,5512.687,2175.0981,7235.1882,8670.6643,7089.4464,5261.6979,10918.7519,9410.5048,4397.8615,10952.4287,6730.2641,5609.3874,7113.0804,7105.5714,6001.0302,6153.0314,3997.9647,6513.3692,4700.4492,5404.5158,1932.3812,3029.7109,5907.6991,2042.4909,2481.5577
2842,2017-08-09,2911.9158,5639.6223,7907.4846,4025.2046,6957.4597,3731.044,6340.022,7495.3878,4443.8954,1351.1317,6195.787,3747.5689,4848.3341,4994.9005,5539.3666,2158.9038,7240.8371,8570.0485,6980.1676,5196.9042,11236.1418,9518.361,4399.1864,11100.5966,6745.1941,5596.4036,7132.7527,7055.7372,5995.5551,6160.3112,4003.2987,6559.7433,4688.9058,5419.5185,1966.1395,3040.0025,6028.5142,2123.8798,2485.0658
2843,2017-08-10,2905.1958,5606.8985,7872.2329,3987.5931,6920.051,3715.9208,6289.2174,7441.2365,4416.7529,1332.4725,6097.8688,3718.5375,4805.8421,4962.3677,5550.743,2170.0273,7192.2248,8506.0723,6959.4501,5134.3256,11285.1788,9479.6583,4342.0875,11023.6944,6700.1348,5557.9168,7085.8143,7088.6868,5954.4442,6102.9586,3969.0078,6560.8238,4665.7763,5363.9942,1906.412,3021.6125,5930.6404,2089.5395,2473.7785
2844,2017-08-11,2866.6575,5540.4592,7763.4137,3887.5826,6789.7192,3647.3503,6161.1903,7328.4015,4339.8056,1315.8113,5983.3732,3694.7211,4759.1212,4930.8395,5492.052,2131.0751,7058.1804,8302.3306,6860.8322,5052.8153,11047.4052,9422.0165,4283.3593,10831.4154,6609.9844,5481.2956,6994.6414,7040.8471,5899.5345,6022.5517,3907.4975,6432.8538,4598.7056,5234.1939,1801.3512,2991.6957,5588.3716,1985.0553,2417.4935
2845,2017-08-14,2901.6959,5691.689,7892.6184,3940.5774,6840.4056,3694.6831,6292.6418,7474.6438,4409.893,1335.5788,6098.0651,3760.106,4952.6908,5051.8816,5674.5038,2147.473,7135.1256,8440.0202,6849.1274,5132.4976,11284.488,9550.5504,4336.7395,10992.9373,6687.0254,5569.2081,7071.773,7127.9954,5977.4356,6143.0978,3970.2789,6558.7211,4698.3257,5331.8861,1818.8995,3031.9414,5717.4773,1997.172,2437.6578
2846,2017-08-15,2907.0371,5720.3871,7888.579,3951.8684,6890.0173,3706.0566,6314.7608,7507.2913,4426.2014,1336.3907,6151.2972,3762.3691,4985.5825,5075.4412,5742.6119,2152.0706,7167.7811,8456.1473,6939.9967,5119.3448,11301.5737,9545.1479,4346.346,10950.3286,6714.4707,5583.8058,7101.5536,7132.235,5986.4805,6163.2518,3981.8898,6573.1287,4701.9331,5385.2078,1818.8565,3035.4164,5692.5776,1988.6691,2437.3472
2847,2017-08-16,2908.8115,5766.4075,7890.5499,3950.9479,6872.06,3701.4207,6318.7986,7544.387,4432.7146,1349.6103,6160.2311,3825.8627,5087.7631,5168.5109,5795.9364,2151.7981,7169.0757,8461.5712,6893.2918,5132.6369,11263.083,9569.0541,4376.4043,10846.5929,6802.3574,5612.7345,7113.9041,7219.3858,5992.6148,6190.8921,3999.316,6486.4681,4693.8814,5373.3519,1809.4574,3048.288,5604.2392,1980.7424,2422.7283
2848,2017-08-17,2945.5312,5807.6956,7908.7908,3992.5592,6896.0946,3721.277,6366.034,7614.2121,4462.4561,1357.1991,6192.5904,3835.6069,5184.7188,5234.6065,5797.9632,2184.0836,7204.1784,8492.3652,6912.9797,5155.0587,11196.6512,9596.0772,4398.3443,10889.9626,6850.3996,5664.2774,7154.03,7251.2119,6030.2079,6265.0228,4013.5869,6530.0948,4768.5134,5418.193,1832.8026,3069.0079,5706.6612,2020.3781,2433.303
2849,2017-08-18,2951.5363,5766.6494,7907.0427,3979.5588,6931.4824,3724.6748,6347.7557,7576.0546,4457.3262,1346.6741,6182.0029,3808.2214,5131.2585,5232.6125,5747.3256,2203.595,7281.3456,8549.5279,6917.7779,5151.3916,11185.5009,9595.6713,4412.244,10897.6564,6878.0338,5673.9029,7159.948,7148.8888,6014.9212,6238.5431,4010.6436,6521.1298,4753.8414,5398.1791,1818.223,3071.023,5599.9962,2010.2196,2440.5679
2850,2017-08-21,2969.5531,5811.0002,7956.4455,4018.0605,6938.8853,3740.9941,6403.7803,7631.75,4486.0364,1350.6091,6259.3713,3818.7321,5183.9549,5334.5063,5788.4552,2206.0575,7313.4724,8565.7881,6909.9527,5199.0944,11178.2162,9656.5649,4436.2788,11038.0668,6912.5138,5706.1111,7198.1294,7165.4697,6070.5065,6287.1803,4035.6053,6596.7603,4782.3883,5437.0441,1865.673,3084.4446,5691.3529,2034.5545,2467.0915
2851,2017-08-22,2965.2224,5777.3565,7933.1927,4003.3978,6990.6702,3752.298,6375.9814,7585.1122,4479.8391,1334.0574,6231.4837,3785.3634,5130.752,5337.0116,5767.5908,2185.1742,7312.5346,8678.9789,6954.6104,5221.2141,11098.3175,9621.4239,4411.3013,11084.8754,6844.2409,5677.0671,7185.2982,7069.0509,6034.8711,6251.884,4013.7851,6597.6493,4762.4738,5416.1071,1859.5488,3076.0837,5732.3267,2015.1922,2457.0597
2852,2017-08-23,2949.9056,5747.3776,7923.1044,3963.3889,7045.2446,3756.0884,6322.7819,7534.4608,4467.5704,1331.1385,6169.8062,3764.6023,5113.3854,5295.8276,5748.4614,2168.5685,7287.0787,8737.478,7056.5367,5194.2948,11149.9246,9583.0809,4402.0053,11102.269,6800.1574,5646.3434,7169.5092,7072.6515,6012.7141,6233.6845,3984.8917,6524.8885,4738.5404,5353.8971,1809.7407,3070.0247,5592.4252,1973.322,2443.1667
2853,2017-08-24,2932.7287,5704.508,7877.6683,3944.1161,7007.2392,3734.6458,6278.59,7486.0579,4441.6692,1319.893,6105.3344,3727.7864,5048.8109,5222.973,5713.3202,2154.0548,7252.9565,8642.3288,7049.9354,5180.1286,11028.99,9507.8275,4376.7235,11151.8313,6728.9533,5614.9278,7146.0299,7025.7618,5974.7276,6203.6287,3957.46,6508.0197,4719.7198,5327.3433,1808.0339,3071.7763,5539.9216,1970.8464,2429.6952
2854,2017-08-25,2965.2833,5763.9146,7929.6423,3993.9311,7173.7217,3795.7544,6346.5305,7559.3055,4500.9089,1329.4569,6170.9135,3771.6095,5125.3156,5293.3135,5741.2878,2171.1808,7322.0399,8855.5495,7265.4202,5210.7672,11105.6713,9574.1217,4424.0398,11249.5158,6766.9474,5639.0927,7204.8305,7082.2738,6026.8387,6260.1483,3998.4977,6566.0047,4801.0899,5378.6993,1838.3395,3088.3676,5682.1669,2037.398,2457.3144
2855,2017-08-28,2988.231,5843.879,7985.7774,4034.3074,7297.5783,3842.7119,6424.5841,7642.6463,4555.467,1360.2896,6232.2369,3825.1379,5215.819,5335.1031,5837.5499,2194.645,7398.7701,9195.8084,7280.0785,5263.3679,11147.8503,9637.053,4474.7906,11362.8214,6816.3375,5694.6162,7263.7375,7144.8987,6090.2851,6336.1084,4038.8578,6646.2254,4845.0571,5421.2735,1851.4845,3108.1494,5785.2744,2062.1074,2474.6258
2856,2017-08-29,2996.7609,5819.1642,7968.379,4025.2635,7305.7213,3834.5376,6408.1567,7623.255,4549.2297,1347.167,6272.1252,3819.2759,5176.6726,5304.8236,5829.9129,2208.0249,7400.3518,9175.69,7313.209,5250.3202,11149.9285,9600.6629,4483.5143,11278.4613,6783.4702,5701.3392,7225.8002,7026.3061,6089.4099,6323.0781,4048.5295,6638.9605,4838.281,5400.8959,1859.637,3113.3515,5775.7837,2049.7854,2466.3556
2857,2017-08-30,2991.4383,5838.1731,7997.8325,4054.2356,7273.5191,3834.3005,6453.4636,7654.3722,4559.6191,1350.9876,6304.7711,3822.357,5185.6246,5314.7089,5874.5853,2215.6426,7425.9322,9143.2128,7248.9866,5289.9611,11208.877,9611.0969,4485.4535,11330.1486,6844.4957,5708.7962,7210.8714,7057.1538,6076.6611,6312.5284,4069.4644,6651.8349,4842.6995,5446.128,1918.2207,3101.4782,5878.0223,2093.1533,2477.4149
2858,2017-08-31,2978.2123,5868.7413,7994.2146,4066.4553,7244.8694,3822.0928,6470.4259,7679.871,4563.3839,1345.3243,6313.5612,3837.441,5221.0371,5324.9907,5901.1121,2209.2013,7399.936,9172.6671,7173.0327,5323.0316,11210.6601,9629.9015,4505.4341,11195.2373,6877.9143,5704.695,7224.3403,7042.719,6111.6617,6323.0958,4094.1021,6636.0815,4827.0154,5472.1563,1926.7796,3098.2861,5950.9513,2111.7863,2467.1028
2859,2017-09-01,2977.6617,5923.5486,8001.339,4112.1193,7228.8064,3830.5383,6526.5046,7739.9053,4586.2843,1357.4268,6340.7446,3849.1473,5346.2042,5363.9834,5953.0938,2205.468,7374.5183,9200.5114,7127.48,5320.578,11259.68,9651.5262,4517.5631,11136.7619,6893.6833,5704.4961,7225.0299,7055.5944,6123.9944,6364.1785,4116.4495,6698.1348,4806.7395,5521.1606,1997.308,3118.6996,6084.8296,2226.1306,2474.8363
2860,2017-09-04,2975.0344,5992.7566,8020.7829,4133.2431,7237.9095,3845.6163,6564.6804,7798.1786,4608.1634,1363.77,6375.9748,3860.2507,5458.506,5420.8339,6055.9889,2202.1806,7376.784,9146.4383,7186.7869,5312.4635,11223.8397,9695.9228,4535.1934,11179.167,7191.5082,5703.9712,7262.7986,7134.8181,6157.403,6414.2015,4125.2093,6673.7017,4817.1727,5532.7001,2000.6966,3123.4396,6177.9211,2239.1966,2472.5874
2861,2017-09-05,2966.0601,5993.1532,8040.9814,4127.1348,7298.9311,3857.0464,6571.8591,7800.5374,4617.022,1362.3995,6389.4315,3851.3023,5453.035,5399.9866,6072.3701,2207.7076,7438.891,9218.9725,7250.8838,5320.3181,11256.6099,9739.33,4539.5041,11195.8541,7177.0636,5710.5323,7260.8335,7097.6846,6174.305,6429.8838,4131.2445,6659.0903,4810.8284,5537.8098,1973.6093,3107.2028,6157.6141,2217.5355,2470.9443
2862,2017-09-06,2982.4454,6038.4594,8023.5082,4148.4121,7255.4406,3849.4499,6607.1176,7858.2849,4625.7279,1352.3464,6440.6186,3873.9296,5532.2332,5453.954,6112.7098,2205.4561,7442.4757,9134.5189,7203.9485,5331.5048,11198.7155,9723.4607,4550.9692,11177.251,7139.4543,5695.8772,7295.5394,7169.3046,6204.5512,6455.3756,4130.0167,6677.8383,4866.5481,5578.0299,1990.9805,3109.9682,6219.022,2221.8974,2487.7789
2863,2017-09-07,2969.771,5995.1671,7995.171,4120.8414,7238.3091,3829.8713,6558.5963,7823.3992,4603.4147,1351.9299,6416.3359,3861.6819,5465.7579,5439.2067,6067.6825,2197.7487,7606.0173,9043.5618,7141.4561,5304.1484,11091.1127,9730.2213,4543.4547,11136.8014,7045.4776,5679.042,7279.0901,7092.5241,6163.3146,6421.9648,4125.4109,6717.5201,4836.0405,5565.4985,1959.9478,3096.9385,6097.1647,2175.4219,2467.2751
2864,2017-09-08,2966.8104,6003.8335,7995.5004,4135.0131,7233.5891,3825.9895,6574.1826,7838.7959,4608.2591,1356.4575,6447.5972,3856.5088,5449.174,5418.1345,6073.947,2214.5663,7614.2389,9023.8982,7144.5189,5331.4315,11006.726,9787.3784,4552.3266,11072.0247,7152.1313,5696.342,7288.5225,7053.8597,6182.52,6413.5215,4165.369,6726.6656,4808.7611,5599.7106,1950.9603,3100.5751,6173.0742,2196.1964,2472.4716
2865,2017-09-11,2969.1447,6066.681,8009.4012,4187.2161,7205.669,3825.6453,6649.6276,7920.6904,4633.9254,1368.7606,6529.5055,3873.6871,5465.339,5442.491,6147.6694,2214.3015,7589.4877,8954.1641,7139.1342,5374.4605,11035.318,9763.8338,4578.4872,11066.7575,7172.972,5729.3582,7425.6645,7101.1349,6328.2324,6489.4753,4233.4196,6769.7584,4831.5336,5656.2935,1964.1291,3113.8353,6365.8179,2217.4293,2476.3524
2866,2017-09-12,2959.1208,6047.0714,7999.5416,4195.1009,7239.6276,3837.9341,6644.0118,7899.4235,4635.116,1368.1118,6471.1682,3841.7133,5481.7935,5423.8463,6147.42,2206.3051,7543.9374,9068.2464,7161.5552,5334.5169,11159.7139,9729.5617,4550.3721,11030.9604,7158.6086,5711.189,7517.8931,7064.4892,6346.2409,6457.4209,4223.0853,6797.8577,4803.4822,5674.8606,1966.0485,3108.7445,6289.6062,2234.7963,2469.3674
2867,2017-09-13,2959.5443,6062.3589,8059.2671,4214.1916,7227.0131,3842.6061,6684.3798,7928.751,4649.8148,1380.2345,6524.3887,3843.1286,5477.4769,5413.051,6121.6171,2201.8354,7589.9346,9052.3694,7116.8246,5388.6649,11314.5642,9763.9639,4579.4359,11183.0999,7202.8262,5722.408,7500.568,7094.9619,6393.5371,6488.0598,4257.4566,6900.4883,4819.4496,5709.6353,1992.512,3120.7169,6355.8127,2250.1394,2475.0247
2868,2017-09-14,2963.5817,6037.3799,8064.0312,4192.2353,7218.5064,3829.9554,6672.1849,7916.6655,4640.0282,1394.8747,6495.0636,3842.2991,5460.9636,5407.4053,6073.2539,2208.3836,7746.6438,8968.2118,7071.5959,5417.7684,11304.8498,9776.9607,4573.2591,11152.0891,7367.7486,5708.069,7480.8955,7051.7637,6387.0013,6475.9051,4234.1661,6967.6193,4827.3697,5681.7203,1951.3297,3118.2231,6259.5828,2201.5501,2479.4949
2869,2017-09-15,2964.0372,6001.7812,8090.6002,4148.5805,7235.4543,3831.2965,6622.0438,7880.5664,4625.9249,1403.1994,6480.9101,3837.6787,5386.0203,5367.384,6047.4697,2193.2542,7882.8151,8956.1566,7051.355,5421.9382,11345.1078,9761.692,4574.6069,11302.929,7314.6216,5726.671,7444.8418,7129.5032,6357.985,6451.755,4229.4099,6823.5025,4865.7785,5644.1376,1884.5222,3109.7098,6117.1718,2115.9322,2470.726
