,tradedate,CI005921.WI,CI005920.WI,CI005919.WI,CI005918.WI,CI005917.WI,000300.SH,000905.SH,000852.SH,881001.WI,CI005030.WI,CI005029.WI,CI005028.WI,CI005027.WI,CI005026.WI,CI005025.WI,CI005024.WI,CI005023.WI,CI005022.WI,CI005021.WI,CI005020.WI,CI005019.WI,CI005018.WI,CI005017.WI,CI005016.WI,CI005015.WI,CI005014.WI,CI005013.WI,CI005012.WI,CI005011.WI,CI005010.WI,CI005009.WI,CI005008.WI,CI005007.WI,CI005006.WI,CI005005.WI,CI005004.WI,CI005003.WI,CI005002.WI,CI005001.WI
1159,2010-09-02,1759.7293,3090.882,4547.2308,3001.088,3587.5757,2921.393,4625.395,4802.265,2567.248,,2638.2681,2168.9316,2328.6072,2350.7499,2708.4124,1667.7667,3563.6082,5050.9858,3331.5371,3699.8157,6114.4038,4897.5137,2856.9873,3725.8193,3145.4309,5042.7075,4182.9175,5021.7783,4699.3105,4082.6694,2124.1868,4349.4673,2524.6816,3211.7544,1772.6595,1868.6147,5121.374,2527.8909,2077.103
1160,2010-09-03,1759.4398,3130.5563,4584.7388,3012.7612,3567.8925,2920.205,4662.96,4845.913,2573.0613,,2658.2356,2177.3813,2369.4866,2371.1189,2750.0786,1679.1587,3551.1987,5025.7183,3307.5527,3715.5679,6182.8623,4902.4834,2870.7856,3766.8606,3175.0439,5096.9424,4220.2095,5108.8555,4834.0771,4108.9624,2149.8713,4334.5698,2514.9565,3223.3801,1762.729,1870.6256,5138.9927,2512.3682,2067.0283
1161,2010-09-06,1783.4159,3121.2056,4577.4144,3042.2238,3656.7158,2975.09,4651.963,4824.306,2601.4846,,2676.5613,2180.1206,2358.2153,2368.734,2705.3159,1703.0592,3613.7432,5243.4546,3371.9524,3682.7329,6229.3325,4879.1084,2862.1179,3775.5569,3186.9595,5077.3379,4189.6211,5088.0327,4828.7002,4127.7295,2155.2554,4334.625,2543.1091,3244.6448,1834.0774,1889.2797,5168.1611,2592.4775,2108.864
1162,2010-09-07,1791.6089,3144.8856,4581.2487,3066.3607,3649.2559,2983.108,4679.942,4865.778,2609.8606,,2723.155,2184.4053,2376.0376,2378.8132,2735.1011,1715.7675,3634.311,5208.7793,3357.9456,3735.8384,6187.2383,4895.5669,2877.7888,3750.843,3218.0813,5092.082,4241.3696,5154.2896,4839.7539,4141.978,2177.1021,4423.4727,2555.7588,3284.9272,1859.3444,1890.7279,5236.126,2595.5466,2115.9346
1163,2010-09-08,1791.1242,3190.2105,4623.6441,3094.9011,3589.9685,2980.967,4720.375,4905.627,2612.4822,,2726.7095,2194.5923,2396.8057,2393.4585,2758.4648,1714.7356,3585.4546,5132.1924,3294.6494,3754.3472,6223.3135,4942.5273,2896.4832,3774.239,3250.6326,5168.7412,4279.1367,5156.7056,4943.0933,4165.6274,2188.9028,4484.7441,2560.5107,3315.9578,1847.7339,1895.5635,5450.2705,2606.0471,2119.0225
1164,2010-09-09,1761.9684,3165.8914,4577.7021,3037.3069,3515.2595,2926.46,4658.009,4837.024,2572.9863,,2705.4351,2143.301,2399.2571,2363.4394,2730.5083,1683.985,3486.2239,5040.3066,3232.0845,3690.6335,6188.3945,4969.23,2861.9856,3665.3289,3182.8584,5102.2808,4187.1279,5111.2632,4870.5366,4088.5347,2143.9697,4381.5991,2505.8457,3300.2061,1792.8195,1878.7729,5354.9092,2532.6045,2091.5603
1165,2010-09-10,1764.3661,3194.7145,4658.1387,3053.1622,3500.6367,2932.554,4705.31,4886.05,2584.1265,,2715.8823,2142.9568,2400.9407,2368.2358,2738.8484,1680.0829,3448.5386,5036.4419,3224.3726,3726.4924,6349.4834,5178.2793,2888.5256,3662.3606,3200.9177,5133.7466,4198.7783,5277.957,4966.2144,4096.5718,2153.9351,4383.6719,2510.5757,3364.2759,1793.6541,1881.2908,5322.1099,2526.5493,2101.4309
1166,2010-09-13,1777.0542,3266.0523,4727.5758,3097.3312,3526.5879,2962.319,4789.693,4967.466,2615.4402,,2740.7213,2189.8016,2484.2466,2414.9813,2794.1676,1698.4534,3530.0422,5080.2725,3217.4167,3806.7522,6382.5991,5203.3368,2949.2067,3721.0421,3295.2704,5245.939,4283.3621,5445.3293,5107.0711,4173.1478,2185.5456,4459.4825,2530.7101,3411.9306,1802.6271,1899.5087,5404.2534,2545.3046,2118.5855
1167,2010-09-14,1784.8059,3295.9477,4722.5117,3102.1731,3525.1498,2965.009,4805.416,4982.859,2618.3835,,2740.3212,2194.116,2518.5423,2457.0448,2822.3878,1699.8228,3508.2244,5082.3711,3224.4619,3811.6082,6398.8726,5178.8837,2974.8418,3747.5966,3278.5862,5231.6187,4314.6861,5492.0601,5177.874,4183.3423,2180.1417,4514.5623,2529.7943,3410.0828,1799.9473,1929.3348,5386.3664,2519.3568,2116.9724
1168,2010-09-15,1763.1642,3234.8833,4651.0509,3043.0282,3465.6446,2913.194,4730.143,4888.01,2576.2893,,2638.4463,2181.1021,2462.1021,2439.1946,2759.666,1676.8722,3471.6414,4962.835,3169.438,3762.6333,6267.0771,5117.0464,2929.3418,3698.8218,3209.5317,5128.6084,4204.1406,5385.5229,5057.1567,4096.5718,2198.5449,4423.563,2494.6367,3327.3276,1777.3915,1914.933,5280.9805,2459.8774,2092.9612
1169,2010-09-16,1725.473,3162.9143,4552.2322,2976.1761,3405.8812,2857.789,4610.916,4766.853,2523.9675,,2581.6936,2146.0537,2397.4038,2381.4576,2696.4006,1648.807,3404.8267,4935.6182,3096.1821,3666.2585,6151.8232,4981.2988,2858.7185,3642.7705,3093.2676,5034.4668,4083.3855,5370.4019,4960.7588,4016.0332,2168.6863,4306.6665,2428.8831,3251.7813,1733.204,1869.1876,5162.1714,2407.0718,2068.0037
1170,2010-09-17,1721.0274,3160.0333,4588.5554,2976.0101,3396.8575,2861.369,4603.489,4767.48,2524.8979,,2577.147,2185.9697,2393.2251,2367.8057,2687.3359,1643.3765,3411.6316,4889.9214,3092.3213,3670.2234,6308.5967,5044.3423,2843.9058,3599.2576,3123.3779,5024.8452,4078.2966,5340.0767,4953.5,3996.0134,2157.7629,4305.7822,2420.5361,3248.5984,1730.5663,1868.6978,5226.9639,2404.0371,2054.6611
1171,2010-09-20,1712.7366,3105.6715,4572.9507,2948.4179,3395.8157,2849.828,4553.12,4695.945,2512.1665,,2600.2954,2174.1003,2346.8359,2324.7038,2667.8687,1645.5726,3368.22,4908.5176,3105.4849,3687.032,6333.062,4958.5479,2811.2056,3593.5667,3086.1372,5020.0942,4081.478,5159.0381,4865.8926,3954.5437,2133.8467,4255.8916,2414.0247,3213.6951,1719.2644,1851.1685,5155.1123,2374.2625,2028.9214
1172,2010-09-21,1713.7482,3086.5679,4586.7728,2949.568,3400.7809,2857.476,4546.724,4677.679,2514.8953,,2660.5374,2139.5896,2340.2273,2319.2937,2644.1748,1641.1514,3365.5867,4932.5674,3107.8469,3665.7302,6318.3521,4997.4668,2806.9026,3613.8921,3053.2976,5058.8833,4102.707,5158.981,4825.3799,3970.3801,2138.8918,4254.2798,2420.0508,3239.2434,1718.9996,1838.368,5108.5347,2379.5884,2033.2109
1173,2010-09-27,1733.4256,3186.5983,4696.4467,3023.288,3423.126,2905.029,4673.602,4801.456,2559.8213,,2702.333,2179.0474,2416.6892,2362.6148,2706.3303,1661.5144,3414.2898,4992.4312,3104.8254,3781.7651,6488.0996,5140.2354,2863.8552,3676.9751,3140.2419,5154.1978,4214.854,5322.6528,4982.8286,4060.9495,2174.8455,4351.5615,2454.8494,3324.7607,1742.7131,1867.4852,5370.918,2434.9619,2060.8142
1174,2010-09-28,1717.5668,3183.6028,4702.3627,3007.8866,3366.4956,2880.907,4654.345,4785.696,2543.2634,,2683.7983,2172.7742,2409.7061,2326.2901,2706.3369,1639.0516,3363.7671,4895.6445,3054.355,3773.771,6601.8921,5139.1421,2823.3279,3641.6482,3111.447,5148.1152,4165.9663,5513.1509,4950.7339,4034.4033,2151.1487,4339.436,2432.2412,3299.2627,1718.923,1851.3347,5529.875,2394.2571,2035.9065
1175,2010-09-29,1708.5624,3137.9452,4638.0934,3001.8683,3361.1839,2874.812,4590.317,4720.634,2532.3484,,2673.6216,2129.7087,2347.9116,2281.8418,2676.2341,1625.4358,3329.7256,4879.811,3065.6133,3738.3279,6470.377,5061.5938,2798.2603,3621.7083,3061.6426,5092.2485,4110.627,5406.979,4863.3027,4013.6511,2104.4797,4286.2852,2418.1743,3253.3806,1721.7804,1845.8044,5589.4448,2458.7703,2041.4199
1176,2010-09-30,1731.5588,3191.792,4700.9498,3052.7274,3454.0957,2935.574,4660.605,4785.49,2575.3315,,2844.7468,2147.1929,2378.4688,2304.3874,2709.8813,1644.7373,3463.8953,5005.7061,3132.7197,3804.2864,6540.583,5126.166,2840.5588,3663.2915,3108.1626,5159.5098,4191.9897,5497.7798,4935.3843,4073.9397,2131.8416,4326.9424,2464.5454,3295.0632,1744.0724,1864.8221,5787.0234,2509.4817,2073.4263
1177,2010-10-08,1768.362,3273.9642,4806.2812,3175.5536,3565.6808,3044.233,4767.967,4899.57,2650.9824,,2887.1252,2183.3914,2421.0259,2362.1859,2756.4324,1691.3146,3509.7385,5252.5137,3238.7649,3909.3696,6735.6128,5224.4502,2905.5601,3731.5854,3159.9736,5265.2368,4298.7168,5619.7339,5069.9756,4174.0776,2183.0547,4422.2705,2523.8462,3397.7537,1793.2351,1901.4285,6131.1724,2740.876,2156.4785
1178,2010-10-11,1817.7168,3275.798,4749.4319,3253.8792,3715.7898,3132.895,4789.155,4922.591,2705.4341,,2931.5281,2169.0942,2379.6384,2357.9027,2726.7583,1734.2505,3615.499,5632.0298,3340.5498,4074.7256,6532.1636,5138.0332,2924.5449,3758.6602,3126.0225,5200.9014,4358.4028,5541.8237,5085.061,4231.3589,2195.8184,4540.6953,2561.7827,3470.6169,1864.6304,1974.5099,6269.3223,2913.6877,2192.3262
1179,2010-10-12,1827.816,3300.4153,4714.9426,3339.4375,3718.9001,3172.726,4806.029,4950.258,2732.1619,,2959.1724,2168.3064,2398.7512,2357.9691,2726.8901,1750.7776,3616.8796,5674.2129,3332.4553,4056.3252,6437.9136,5076.8608,2939.2927,3756.9673,3103.1648,5193.2964,4484.4956,5552.8555,5069.7979,4292.7808,2215.2844,4522.7378,2576.4473,3533.9285,1871.5548,1998.5769,6635.4087,3065.2319,2260.7717
1180,2010-10-13,1836.0769,3313.8221,4726.9661,3350.5619,3834.982,3217.577,4836.737,4968.83,2755.6638,,2951.7034,2191.5056,2406.0596,2351.6367,2723.4912,1759.8472,3800.4063,5726.939,3445.2681,4059.7336,6319.3159,5044.5874,2965.1389,3949.6755,3125.1934,5222.6255,4541.9365,5493.146,5117.8687,4336.9063,2210.8916,4634.5361,2601.1106,3537.7175,1889.99,1997.6487,6655.1919,3052.8633,2267.4458
1181,2010-10-14,1823.26,3242.4047,4579.1682,3333.0581,3858.8513,3224.14,4679.548,4809.474,2741.897,,2861.1555,2116.095,2358.7971,2305.0109,2624.5693,1752.9061,3724.2993,5893.0044,3468.3469,3905.8062,6144.4814,4875.4756,2893.3376,3850.8318,2990.6812,5054.1841,4377.3428,5303.4712,5026.2183,4273.0645,2147.282,4446.5967,2578.4475,3442.7874,1879.9186,1968.7094,6894.5161,3139.6597,2257.8921
1182,2010-10-15,1854.7776,3274.6981,4573.5771,3391.105,4030.904,3327.683,4691.45,4789.479,2811.8662,,2877.5491,2086.6108,2338.8281,2318.5016,2616.3674,1813.2816,3763.4092,6214.188,3663.53,3853.3638,6173.1816,4857.2212,2901.4082,3885.7039,2936.0571,5050.458,4415.4863,5404.3672,5103.5801,4396.9917,2199.959,4422.3857,2593.0327,3456.6404,1933.3173,1995.3907,7070.6377,3213.6201,2307.99
1183,2010-10-18,1879.8032,3205.833,4545.095,3323.6968,4054.182,3306.16,4636.639,4708.405,2793.7158,,2849.8774,2089.9136,2268.7964,2303.608,2574.5198,1826.7891,3805.4878,6200.5742,3695.3984,3719.7891,6218.6216,4874.8652,2870.823,3809.1965,2904.2209,4982.5596,4325.4829,5311.0601,4978.0835,4406.1509,2174.0146,4270.5054,2646.4695,3385.4854,1962.9916,2004.9513,6614.4004,3138.0159,2275.3945
1184,2010-10-19,1899.1863,3324.7961,4664.7253,3429.6522,4098.5105,3375.674,4778.607,4865.697,2853.3816,,2913.76,2191.0225,2396.3728,2394.3299,2681.2234,1853.2152,3813.7495,6332.1577,3731.6311,3834.571,6344.373,5004.1611,2949.4512,3946.8198,2993.3555,5118.6587,4536.9048,5516.5303,5134.3174,4569.2456,2226.6023,4401.8604,2682.7827,3473.7351,1960.5284,2030.7286,6831.2705,3286.2358,2300.1704
1185,2010-10-20,1868.8493,3339.7785,4740.1485,3456.9449,4099.7596,3396.879,4794.194,4892.282,2865.0239,,2908.4441,2199.9617,2402.7502,2397.9463,2688.739,1835.7108,3639.1375,6624.5571,3717.8589,3935.064,6504.002,5093.376,2947.6116,4061.7075,2998.2075,5175.27,4681.2598,5577.5063,5155.6997,4629.5835,2253.9351,4426.5337,2649.3928,3482.7444,1907.157,2009.8494,6728.293,3425.97,2284.3833
1186,2010-10-21,1865.5131,3371.0914,4741.8602,3482.3502,4011.7058,3374.685,4833.8,4930.621,2857.5168,,2917.6394,2197.9768,2402.3784,2391.1004,2733.0625,1827.5381,3644.759,6482.9165,3596.5488,3933.2532,6468.2783,5129.1719,2960.1528,4059.8489,3018.3406,5179.1934,4706.8413,5614.2153,5145.2466,4631.7114,2240.8274,4485.1841,2646.762,3563.4368,1924.7379,2006.5055,6949.04,3397.3206,2292.2266
1187,2010-10-22,1870.3127,3419.5205,4772.6245,3511.833,3978.8753,3378.655,4877.927,4985.849,2862.9167,,2927.3186,2233.9954,2470.8542,2428.7079,2796.8953,1830.5392,3656.3452,6349.8745,3573.8633,3949.6357,6541.1489,5135.1782,2984.0796,4139.1533,3028.6477,5201.3428,4843.1104,5663.6191,5183.0313,4700.1157,2233.4106,4534.6909,2668.2239,3574.3101,1905.6719,2009.3407,7035.8765,3422.3206,2283.6643
1188,2010-10-25,1894.8551,3538.3703,4879.8303,3628.4591,4081.6556,3481.081,4998.5,5107.281,2937.7632,,2987.3438,2268.5718,2556.4849,2499.33,2867.2314,1874.8699,3721.6917,6684.4775,3623.7659,4075.8403,6729.5225,5210.1738,3061.6218,4269.7637,3075.0659,5310.126,4925.5088,5932.2861,5333.1602,4794.52,2280.9058,4690.1343,2708.5525,3691.1929,1945.1379,2044.3081,7483.9072,3572.4729,2345.2651
1189,2010-10-26,1890.3269,3568.0913,4890.6917,3627.4422,4057.5847,3466.084,5046.148,5158.053,2930.7598,,3062.5869,2277.0798,2568.1396,2512.2934,2897.9651,1890.1825,3783.585,6589.3887,3579.8545,4066.6189,6631.0049,5304.2266,3086.2087,4301.3296,3082.937,5320.9297,4918.2329,5918.2241,5459.2861,4755.3535,2293.0483,4697.8433,2703.2981,3728.3735,1944.9181,2041.8657,7370.7134,3539.5811,2367.1074
1190,2010-10-27,1874.8622,3532.7185,4837.3241,3565.2386,4004.1246,3403.872,4994.774,5124.132,2891.208,,3018.2881,2247.2788,2542.8206,2465.0165,2890.2114,1867.8646,3800.6355,6371.1523,3546.1941,4029.9692,6567.4941,5250.0762,3068.0581,4180.146,3088.1624,5262.0244,4852.6733,5899.5029,5371.1025,4721.7329,2261.6252,4606.2949,2678.5012,3669.6128,1952.814,2021.085,7187.4297,3436.9443,2312.9639
1191,2010-10-28,1869.5187,3552.9915,4817.7951,3553.9683,4031.2839,3397.692,4999.59,5145.555,2888.439,,3005.1506,2231.4861,2551.9387,2461.1958,2945.2549,1859.8392,3842.3547,6380.8711,3574.302,4026.0681,6565.9424,5213.3892,3083.5269,4111.603,3086.7817,5222.4165,4863.271,5940.2407,5391.6714,4711.188,2258.3198,4659.625,2659.1719,3657.7795,1945.7592,2020.6212,7186.6182,3392.77,2306.6465
1192,2010-10-29,1870.348,3631.9432,4846.3388,3572.4738,3945.647,3379.983,5055.492,5211.524,2884.6086,,3035.5159,2298.1423,2610.0503,2501.9973,3015.9368,1857.5874,3787.1904,6211.5547,3497.6089,4038.6963,6643.1299,5252.062,3087.8064,4140.0298,3082.3159,5224.168,4919.4829,6183.9067,5457.0171,4806.5649,2272.4221,4746.5205,2670.229,3680.7551,1938.1884,2018.7954,7293.9751,3359.2319,2312.2805
1193,2010-11-01,1900.5247,3752.7288,4964.3334,3710.7615,3999.2623,3472.995,5199.525,5362.945,2961.3882,,3114.9243,2330.498,2690.592,2543.5854,3114.9817,1897.0402,3818.793,6330.5908,3543.6104,4151.106,6771.3174,5382.8203,3161.3696,4233.3853,3129.7188,5384.9937,5040.8105,6333.0923,5622.4644,5007.4014,2318.5054,4846.5679,2722.3975,3798.5244,2005.3461,2060.083,7729.8579,3562.6787,2372.3257
1194,2010-11-02,1903.0786,3715.6038,4937.3077,3702.2515,3993.9144,3463.131,5173.066,5343.489,2947.374,,3095.2969,2339.4492,2619.0117,2507.2974,3058.4343,1895.9462,3847.501,6299.7446,3530.3381,4138.5903,6742.0103,5336.6313,3128.3816,4182.1558,3128.2153,5361.2109,4994.9639,6439.1016,5632.0903,5027.334,2320.0039,4771.1855,2732.0469,3792.7983,2055.833,2064.7065,7719.6919,3465.8035,2385.2793
1195,2010-11-03,1886.7432,3621.3174,4911.1212,3602.6441,4033.2868,3420.341,5098.539,5271.815,2920.3315,,3048.429,2305.2305,2575.2419,2501.7529,2975.4375,1863.2722,3850.1755,6278.7954,3608.3826,4181.957,6754.394,5311.4995,3103.3728,4082.0186,3103.4263,5296.2524,4870.4946,6248.9229,5485.3848,4944.9346,2282.8374,4682.4282,2712.8694,3702.9412,2014.0449,2045.0388,7287.0566,3328.1167,2374.8594
1196,2010-11-04,1914.9697,3751.6735,5010.3091,3681.683,4063.0487,3480.505,5228.296,5392.557,2972.9573,,3097.9871,2338.7668,2687.7554,2579.6726,3079.4819,1908.0759,3874.5066,6367.0459,3622.3586,4262.7495,6855.3945,5434.0464,3148.4895,4161.4644,3138.6162,5425.4702,4993.4966,6701.5674,5580.8828,5047.9263,2323.0405,4790.1426,2762.1677,3787.6899,2037.6354,2068.5425,7499.6523,3416.0396,2438.0393
1197,2010-11-05,1940.9524,3809.3547,5058.666,3737.2545,4108.493,3520.798,5311.77,5473.105,3013.1863,,3134.5405,2380.5027,2740.7834,2616.3825,3114.3381,1920.3904,3932.8789,6454.0566,3649.7439,4312.4966,6845.0405,5491.3179,3200.4199,4164.5264,3221.7236,5509.4248,5060.4683,6930.3428,5655.207,5117.1362,2377.7605,4884.853,2837.6062,3873.2217,2039.0245,2099.6147,7606.8071,3451.958,2498.8679
1198,2010-11-08,1969.9817,3863.7707,5159.0877,3789.4138,4140.0314,3548.566,5431.091,5598.485,3047.5754,,3212.7097,2428.9846,2802.4624,2650.3208,3180.6228,1946.6265,4015.6563,6436.4204,3676.6978,4480.7573,6904.0391,5637.2275,3282.113,4275.6475,3333.4719,5572.1787,5219.0688,6829.9448,5785.8447,5150.9355,2430.8975,4960.8501,2868.3713,3972.6555,2082.5708,2139.7722,7581.6479,3453.7234,2510.1646
1199,2010-11-09,1959.4859,3883.1378,5213.7731,3798.1027,4057.7624,3523.954,5467.839,5635.753,3031.6108,,3226.3884,2418.8611,2837.6919,2647.2526,3192.28,1940.4852,3950.9746,6293.2046,3600.5903,4486.9692,7035.2271,5775.3086,3292.0964,4219.1777,3398.0552,5590.7764,5189.8433,6769.8384,5752.2319,5134.0562,2420.0986,5078.958,2855.7451,3982.1194,2057.7959,2133.7871,7697.6919,3510.1172,2495.1235
1200,2010-11-10,1943.5229,3903.6219,5302.0087,3789.7442,3978.3359,3499.111,5484.742,5651.386,3021.8269,,3211.8069,2415.7468,2835.2866,2638.4144,3230.1106,1923.1039,3861.9292,6264.9814,3502.2446,4491.6372,7280.0859,5882.207,3314.9355,4179.2314,3382.6038,5714.9771,5145.9185,6702.2788,5738.5464,5107.9067,2436.9146,5039.4673,2833.9036,4007.9692,2036.8314,2122.1748,7784.3481,3476.915,2508.6365
1201,2010-11-11,1947.868,3873.7088,5245.5452,3784.3872,4010.0836,3509.975,5440.099,5596.381,3046.0369,,3167.3137,2385.7656,2815.2905,2621.7819,3183.1555,1914.6528,3849.1111,6351.3584,3538.0322,4428.2202,7201.4648,5845.1602,3273.9963,4170.5376,3352.541,5629.1904,5099.6694,6527.9907,5710.1025,5086.1846,2423.5259,4987.1289,2839.2368,3956.0779,2036.681,2132.1123,7758.0854,3535.4141,2601.897
1202,2010-11-12,1845.2303,3627.6606,4976.2337,3533.0155,3772.0254,3291.833,5111.189,5227.248,2885.9338,,2957.7305,2245.5471,2648.209,2488.337,2998.5164,1789.8495,3589.1399,5941.1201,3351.5901,4133.6299,6935.0479,5564.084,3076.845,3946.5674,3174.5415,5302.2061,4735.9468,5969.3892,5309.1377,4748.7192,2270.7759,4636.8062,2664.9771,3676.5164,1913.1615,2023.037,7213.2378,3311.5444,2480.2563
1203,2010-11-15,1865.7188,3729.8453,5166.081,3554.4415,3792.6732,3314.893,5255.267,5367.205,2923.0405,,3001.0242,2309.4429,2759.7534,2545.4359,3109.2781,1800.0664,3629.7202,5871.7485,3396.2236,4251.1313,7213.7612,5856.8965,3158.4224,4047.7073,3298.9775,5447.3643,4834.0483,5998.7983,5449.3672,4875.6343,2321.9236,4726.3633,2713.6426,3734.251,1909.9418,2066.4209,7055.6099,3223.1245,2529.2705
1204,2010-11-16,1805.7139,3586.4066,5028.6668,3392.6364,3636.5909,3169.538,5068.465,5197.371,2806.0601,,2894.554,2219.449,2669.697,2477.0106,2989.4023,1732.3134,3480.1084,5589.2412,3270.2278,4158.6826,7008.2622,5752.5015,3052.9897,3933.8359,3148.603,5268.9438,4621.6758,5850.1685,5297.8892,4733.3813,2271.0056,4592.6626,2647.7024,3556.4648,1847.9144,1987.9137,6534.0562,2988.6838,2438.7351
1205,2010-11-17,1768.4623,3455.1271,4799.2263,3291.6304,3618.8011,3103.906,4855.85,5001.936,2741.8477,,2820.9927,2145.9402,2570.3047,2412.3338,2882.4839,1698.8195,3446.6621,5522.8887,3277.2573,3955.0159,6647.0815,5391.0024,2957.4624,3784.1018,3092.2959,5090.5044,4461.0298,5665.625,5159.478,4591.6509,2206.0205,4365.0005,2590.3352,3422.0974,1811.9615,1937.9049,6327.4121,2928.3386,2359.6931
1206,2010-11-18,1778.1063,3521.264,4854.8555,3350.8612,3653.0207,3147.962,4932.401,5080.876,2774.5728,,2843.5598,2179.1323,2612.1853,2436.1272,2977.6316,1715.3826,3497.1289,5584.6831,3297.4434,4002.7764,6707.6543,5453.6294,2991.0642,3881.2439,3098.6843,5137.3271,4554.4785,5783.1943,5209.2788,4650.4141,2223.0352,4475.1978,2606.0999,3475.4172,1829.5751,1949.4746,6557.9805,3005.3076,2351.0298
1207,2010-11-19,1799.1095,3653.0716,4992.6934,3410.532,3655.7058,3178.846,5081.03,5236.569,2807.896,,2906.6455,2232.3474,2756.3076,2553.8355,3135.0898,1736.0944,3530.4165,5595.9028,3283.3223,4076.4075,6921.0176,5661.1436,3063.7739,3969.071,3167.9773,5227.896,4626.2256,5919.8486,5375.1714,4813.7808,2274.3538,4615.936,2646.1758,3552.7529,1839.5911,1980.0525,6594.3008,3000.7214,2398.166
1208,2010-11-22,1802.3386,3725.3057,5053.4887,3429.1345,3618.0977,3171.941,5150.665,5332.612,2812.4807,,2937.1191,2255.459,2829.4001,2643.5014,3204.7637,1731.347,3527.8362,5564.8916,3223.2993,4103.6123,7033.7388,5757.5859,3106.6133,3993.2341,3196.2456,5255.0425,4654.3872,5973.5005,5438.2739,4870.9526,2300.0439,4692.2734,2658.3149,3589.4475,1838.6813,1984.835,6667.8374,2974.9648,2407.8967
1209,2010-11-23,1769.787,3659.0586,5012.2631,3356.7188,3549.998,3107.176,5063.237,5261.922,2763.8311,,2907.9858,2220.7024,2807.342,2626.2668,3158.491,1680.0704,3445.7744,5397.1465,3193.8633,4033.5027,7057.584,5739.7764,3054.1702,3914.3025,3222.679,5152.9585,4611.625,5734.9575,5364.896,4793.083,2254.0012,4641.5425,2634.5654,3508.1611,1785.4092,1953.7329,6378.9858,2917.2498,2358.1294
1210,2010-11-24,1798.2295,3757.3495,5155.4239,3451.1158,3608.2719,3177.043,5206.149,5414.166,2801.5005,,2958.5315,2275.0208,2866.7898,2660.1165,3246.7168,1711.5854,3508.5596,5596.4937,3205.0549,4121.377,7322.0049,5981.6953,3139.9629,4028.905,3279.1201,5214.1138,4788.2446,5936.3379,5523.814,4981.7466,2313.6033,4748.1733,2678.3489,3603.5271,1816.1624,1990.5398,6541.4951,2983.6951,2399.0396
1211,2010-11-25,1821.6567,3769.0195,5187.8428,3495.6454,3664.8092,3223.484,5259.81,5452.842,2833.8896,,3013.8496,2285.6582,2870.2607,2658.3516,3215.7949,1738.6581,3606.1431,5645.4775,3249.9167,4147.6069,7318.3613,5951.4575,3181.9612,4081.9607,3335.9512,5326.5015,4826.4282,6159.9292,5555.2729,5053.521,2345.1792,4849.2231,2696.7236,3671.6748,1846.8646,2016.8635,6624.4731,3022.4985,2431.1453
1212,2010-11-26,1804.8562,3738.5705,5189.5108,3479.2174,3610.0549,3194.853,5227.648,5444.856,2811.2627,,3011.9475,2279.9521,2842.7542,2622.5975,3202.2324,1717.4082,3535.6653,5565.7852,3207.1504,4126.6621,7462.9224,5938.0322,3172.9766,4046.9624,3303.0647,5292.7959,4783.0024,6055.0259,5572.3076,5016.3555,2328.7832,4811.854,2675.5554,3671.7205,1830.0837,2007.3635,6479.3555,3067.771,2425.6909
1213,2010-11-29,1806.4297,3727.8646,5232.2169,3486.5175,3600.7785,3190.05,5248.747,5458.102,2811.4978,,3012.3098,2280.5737,2857.8313,2630.6726,3218.6128,1719.3691,3523.7461,5564.7837,3195.4175,4148.3242,7634.228,6049.4531,3196.0049,4049.957,3280.5969,5269.9004,4818.856,5985.6416,5666.9854,5107.041,2334.8872,4880.041,2676.0337,3682.3489,1816.6431,2006.4629,6278.6509,2999.5073,2442.8284
1214,2010-11-30,1771.8458,3644.0343,5078.478,3420.9803,3535.6627,3136.985,5110.875,5294.698,2762.1379,,2945.5515,2209.3362,2779.833,2561.7969,3132.259,1672.5131,3455.3909,5439.0142,3148.5469,4046.6738,7362.3657,5871.312,3101.7366,3965.8767,3183.9243,5143.0547,4730.1904,5820.3125,5526.2607,4971.7041,2252.8447,4868.9116,2643.1616,3593.3186,1783.4034,1963.0656,6315.9097,2972.4529,2393.7039
1215,2010-12-01,1785.7506,3640.4452,5056.2649,3419.2571,3547.5577,3136.024,5116.837,5306.358,2761.8118,,2916.8672,2219.2891,2755.1907,2574.5905,3133.9905,1676.1777,3476.1943,5421.1079,3167.1553,4062.2468,7325.3711,5786.6826,3098.8867,4008.303,3167.5898,5127.1001,4660.6011,5814.5771,5548.2344,4943.4038,2255.0713,4840.0,2645.0605,3598.6023,1788.9076,1997.8707,6361.4199,2974.5505,2396.0996
1216,2010-12-02,1793.3941,3657.6328,5050.8944,3440.31,3579.7598,3155.059,5138.487,5333.577,2780.5613,,2942.1458,2221.2656,2763.5496,2593.8623,3144.4902,1687.0005,3497.4419,5491.1172,3191.5972,4103.1978,7260.9849,5767.1138,3116.9702,3997.0156,3203.0142,5143.0645,4694.2598,5822.8799,5565.3115,4967.2241,2275.4014,4906.0034,2665.9351,3613.3892,1793.3308,1999.9473,6426.6938,3008.2681,2403.7134
