,price_date,beta,book_to_price_ratio,earning_yield,growth,leverage,liquidity,momentum,non_linear_size,residual_volatility,size
463,2017-11-28,-0.0017103818,-0.000546342,9.01855e-05,0.0011043045,-0.0002644504,0.001051087,0.0016927758,0.0011399196,3.03775e-05,-0.0011731656
464,2017-11-29,-0.0012870963,0.0026971078,0.0007254235,0.0018650551,0.0016737019,0.0007574734,0.0006773704,0.0013250971,0.0010484141,0.0006005291
465,2017-11-30,0.0001872657,-0.0002207174,0.0007064651,-0.0006465623,-0.0008249482,-0.0014472166,-0.0005161897,-0.0002524937,-0.0012279392,-0.0036641098
466,2017-12-01,0.0004304299,-0.0007981686,-0.0011225548,0.0010674807,-0.0007206521,0.0005871519,0.0001216741,0.0002634592,0.000178423,-0.0005557255
467,2017-12-04,0.0032072512,0.0011244856,2.44978e-05,0.0029888382,0.0022944929,0.0020532145,-0.0035177479,-0.0001900397,0.0043359304,0.0099087586
468,2017-12-05,0.0005782497,0.0003907765,0.00290606,-0.0016951446,0.0008359495,-0.001964883,-0.0009788674,-0.0019168875,0.0008488208,0.0065208611
469,2017-12-06,-0.0023143408,-0.0006659528,-0.0001988184,-0.0005172804,-0.0005364437,0.0002136244,0.0009261368,0.0007674394,-0.0026763086,-0.0039033114
470,2017-12-07,-0.0007342406,-0.0003000337,-0.0010057596,-0.0004129517,-0.0004879893,-0.0009911343,-0.0027486203,0.0004006648,-0.0006134836,-0.0016251437
471,2017-12-08,0.0013589763,-0.0011782919,0.0005295695,0.0005197895,-0.000578198,-0.0004693477,0.0036666487,-0.0001428361,0.0021520279,-0.0036179614
472,2017-12-11,0.0020669236,-0.0006234169,5.41249e-05,0.0006367995,0.0003224251,0.0004140363,0.0027420054,-0.000388235,0.0029826711,0.0012232628
473,2017-12-12,0.001777123,-0.0010871731,-0.0009371818,0.0012094682,-0.0004569735,-6.98528e-05,-0.0018552011,0.0011371757,0.0012071477,0.003840219
474,2017-12-13,-8.10015e-05,-0.0002623943,0.0002290685,-0.0006641268,6.69533e-05,-1.12064e-05,0.0019476626,-0.0009075304,-0.000325404,-0.0021338325
475,2017-12-14,-0.000534919,-0.0006098372,-0.0010195233,-0.0004534538,0.0009768647,-0.0003741422,0.00107467,0.0007941813,-0.000991475,-0.0015320647
476,2017-12-15,-3.5264e-05,-0.0001940782,-0.0010719732,-0.0005779979,-0.0007746881,-0.0005016911,-0.0032510456,-0.000126005,0.0003894339,-0.0020448936
477,2017-12-18,0.0022624663,0.0007577419,0.00235189,0.0004129171,0.0005731811,-9.39829e-05,-0.0003982341,-0.0003188006,0.0007477439,-0.0003493794
478,2017-12-19,0.0004747658,0.0006389655,0.0010546339,-6.55312e-05,9.87345e-05,0.0008716934,0.002285927,-0.0012542331,0.0012600938,-0.001168763
479,2017-12-20,0.0005954922,-0.000175783,-0.0010992388,0.0007677355,-0.0002211411,-0.0002693291,0.0009245063,-0.0004677584,0.0007901406,0.0034656504
480,2017-12-21,0.0015841384,-0.0010031256,0.0002353394,0.0010866933,0.0001734688,0.0009067171,0.004731266,-0.0003990641,8.33915e-05,0.0014535461
481,2017-12-22,0.000499869,0.0008080715,0.0002748709,0.0001278879,0.0009924688,-0.0001452849,0.0011536827,-0.0001189074,6.17942e-05,0.0001688185
482,2017-12-25,-0.0001953736,0.0003993804,0.0008626292,-0.0010187965,0.0009545591,-0.0010829281,0.0028416536,-0.0006103591,-0.0012653435,0.000994409
483,2017-12-26,-0.0003629942,0.001898706,-0.0007127545,-0.0013778005,-0.0002318307,-0.0008355769,0.0045919143,-0.0013218591,-0.0012726611,-0.00639004
484,2017-12-27,-0.0010945444,0.001230707,-0.0007727163,-0.0010879825,0.0018455958,-0.0015165422,-0.0016520299,4.31782e-05,-0.0007254075,-0.0020050444
485,2017-12-28,0.0029787155,0.0010044842,0.0007885038,-0.0009004089,0.0003971249,-0.0005375577,0.0031707892,-0.0007535443,0.0016699703,-0.0028292564
486,2017-12-29,0.0003316791,-2.04143e-05,0.001196276,0.00046869,-0.0006566757,0.000881833,-0.0020887989,0.000207624,0.0015382152,0.0007017562
487,2018-01-02,0.0004405336,0.0008164402,0.0028432274,-0.0002847937,0.0011473587,0.0012231204,0.0020120367,-0.0002361101,-0.0006850043,0.0001476032
488,2018-01-03,-0.0014014066,0.0001198932,0.0005713351,0.0007648361,0.000591,0.0009771496,-0.0032498379,-0.0002957997,0.0023299803,0.0017985407
489,2018-01-04,0.0011933867,-0.0007248398,0.0001627753,0.0001489495,6.11809e-05,-5.21748e-05,-0.0005494532,-0.0003967841,0.0019542782,0.0025648904
490,2018-01-05,0.0015273943,0.0020120131,0.0007899428,-0.0008946142,0.0007716099,-0.0012377294,-0.0007713712,-0.000521267,0.0002489534,-0.0013933291
491,2018-01-08,0.0011528315,0.0001753714,0.0026378045,-0.000692743,0.0009272669,-0.0001009098,0.0032126379,-0.0002472343,-0.0016529433,-0.0008157182
492,2018-01-09,0.0017245822,-0.0005627384,0.000181925,-0.0001900888,-0.0002034004,-1.58625e-05,0.0030277557,-0.0006238251,0.0009317736,-0.001810826
493,2018-01-10,0.0017115075,0.0001888834,-0.0012931314,0.0005412205,-7.0203e-06,-0.0002505154,-0.0001797134,0.0001605688,0.000710062,0.0031245764
494,2018-01-11,0.0005659707,0.0001451468,-0.0007742863,-0.0011741374,-0.0005630461,-0.0008337452,9.77337e-05,-0.0001758927,0.0010964751,-0.0036691189
495,2018-01-12,0.0020381952,0.0004417185,0.0002504763,-0.0006764557,0.0003900415,-0.0014782778,0.0010402228,-0.0012030439,0.0023086235,-0.0007553616
496,2018-01-15,0.0034324483,-0.0008595581,0.0006670424,-0.0008321122,-0.0001348862,-0.0014550579,0.0023868491,-0.0024462387,-0.0002750966,0.0023301715
497,2018-01-16,0.0006844894,0.0020560944,-0.0006995854,-0.0015320809,-0.0005798021,1.60524e-05,0.0041853517,-0.0011058043,0.0003475211,-0.0025335325
498,2018-01-17,0.0001562464,0.0015544272,0.0009264953,-0.0016769028,-0.00060508,-0.0010762511,0.0006976543,-0.000751145,-0.0006004975,-0.0049422544
499,2018-01-18,0.0005875187,0.0016161237,0.0017990977,-6.32586e-05,0.0009167468,0.0004128684,0.0010131937,-0.000684827,0.001197453,-0.000513088
500,2018-01-19,0.0016604455,0.00059978,-0.0006531805,0.0001253605,0.0007185017,-0.000284891,-0.0008107024,-0.0003011143,0.0009176559,0.0003555869
501,2018-01-22,0.0033269692,-0.0017423553,0.0029394415,0.001565938,-0.0003530719,0.0024721454,-0.0021910513,0.0003482003,0.0030526026,0.0047794049
502,2018-01-23,0.0004130439,-0.0007060056,0.0004153455,-0.0004450355,0.0003595046,-5.72547e-05,0.0005496216,-0.0020686922,0.0002109616,-0.0001304837
503,2018-01-24,-0.0005950498,-5.65891e-05,-0.0012493744,-0.0005453191,-0.0008953493,-0.0004526492,0.0004693774,-0.000392595,-0.0029598845,-0.0005653379
504,2018-01-25,-0.0008640366,0.0019530207,0.0019177619,8.50135e-05,0.0014973795,-0.0002042949,-0.0013622,-3.87648e-05,0.0003695399,-0.000292424
505,2018-01-26,0.0008016654,0.0002166468,0.001248344,0.0006970489,0.0001967874,-8.7321e-06,-0.0020460049,-0.0002444251,0.0010879133,0.0029050395
506,2018-01-29,-0.0014274229,-0.0002730508,0.0019635954,-0.0002581869,0.0011871596,-6.50251e-05,0.0003316141,-0.0001576676,-0.0042385272,-0.0026123547
507,2018-01-30,0.001912466,-0.0005345469,0.0007329243,-9.77059e-05,-0.0011098922,0.000312223,0.0001917176,0.0016991855,0.0005481429,-0.0012378289
508,2018-01-31,0.0049860324,-0.0014714742,0.0035886055,0.0008750128,-0.0006668349,1.70855e-05,0.0036392174,4.90023e-05,0.0017067695,0.0065156812
509,2018-02-01,0.0014100875,-0.001850389,0.0046045841,-0.0019275217,-0.0017633421,-0.002306393,0.0043070834,-0.0023138758,-0.0013382693,0.0064239743
510,2018-02-02,0.0011209973,0.0022302554,0.0026951581,0.0008201333,0.0002995398,0.0016659569,0.002439132,-0.0001605471,-0.0001041627,0.0071416773
511,2018-02-05,-0.0006916499,0.0035463007,0.0026712348,0.001231979,0.0012255424,0.001126255,-0.0026702244,-4.78144e-05,-0.0013072629,0.003107608
512,2018-02-06,0.001959785,-0.0014768393,0.0026375851,-0.0006541845,0.0014210626,-0.0029356127,-0.0025521585,-0.0005071129,-0.0004648123,0.0084859302
513,2018-02-07,-0.0023924566,0.0023929414,-0.0009711454,-0.0006636635,-0.0003656093,-0.0004466208,-0.0035909213,0.001763926,-0.0014861484,-0.0050114803
514,2018-02-08,0.0017175071,-0.0014825108,-0.0008387803,0.0007361599,-0.0015300262,0.0007830184,-0.0013378115,0.0023075772,0.0032981419,-0.0028292857
515,2018-02-09,-0.0013315761,-0.002628474,0.0005310961,-0.0004895016,-0.0029071333,-0.0025434193,-0.0037924807,0.0005376657,0.0005730544,-0.0013446002
516,2018-02-12,-0.0002174332,-0.0028515027,-0.0008830435,0.0002236876,0.0008146311,0.0012563882,0.0018565106,0.0014490268,0.0033170564,-0.0006125807
517,2018-02-13,0.003194384,0.0002579285,0.0009339864,0.001092192,0.0006611182,0.0008834829,0.0011436093,0.0006301023,0.0028286423,0.0029722847
518,2018-02-14,0.0031708725,-0.0004400559,-0.000182282,0.0014332441,0.0001966063,0.0005444109,0.0006590753,-0.0001072308,0.0024493189,0.0011407829
519,2018-02-22,-0.0002720314,0.0006185208,-0.0002089943,0.0010594589,0.0007823297,0.0020220727,0.0037989013,0.0003484429,0.0032658595,0.0013321347
520,2018-02-23,0.0015208446,0.000542614,0.0004514902,0.0001585547,0.0013470674,-3.17352e-05,0.0019636525,9.44862e-05,0.0019836976,-0.0024599756
521,2018-02-26,-0.0030868223,-0.0008131961,-0.0009640579,8.08802e-05,-0.0007314001,0.0008368297,0.000859076,0.0002048062,0.0003302118,-0.0013188549
522,2018-02-27,-0.0027830385,-0.0010724062,-0.0017262351,-0.0005223545,-0.0012168234,-0.000840351,-0.0029380593,0.0014948761,-0.0009968985,-0.00149693
523,2018-02-28,0.0005977866,-0.0013297303,0.0002541351,0.0019746029,0.000612527,0.0020031342,-0.0039916563,0.0017532455,0.0011156859,0.0022203601
524,2018-03-01,0.0007018923,-0.0015062174,-0.0010342888,7.04394e-05,-0.0009601686,-0.0003405767,-0.0011654335,0.0013568534,0.0015001403,-0.0018977775
525,2018-03-02,0.0018323849,-0.0003255714,-0.0011072639,0.0003479597,-0.0001093628,-0.0011196704,-0.0020153407,0.001057999,0.0006827219,0.0007954371
526,2018-03-05,-0.0005322536,-0.0016332613,-0.0009020554,-0.0001828888,-0.0003198325,-0.0004836898,0.0019432342,0.0006173942,-0.0011703899,-0.0028523816
527,2018-03-06,0.0006821528,0.0008380181,0.0010625205,0.0003383103,0.0004119363,0.0001595715,0.002322945,-0.0002758749,0.0008655395,-0.0011918336
528,2018-03-07,0.0001835299,-0.0007694406,-0.0017615072,-0.0003887402,0.0003605403,-0.0017893431,0.0011968406,-1.7311e-05,-0.0002021659,-0.0030079307
529,2018-03-08,0.0011694726,-0.0002992531,0.0009395251,-0.0013400431,-0.0007011667,-0.0006978304,0.0031304501,-0.001578606,0.0022823163,-0.0045205012
530,2018-03-09,-0.0014082128,-0.0012760876,-0.0002509286,-0.0010972654,-0.0016520073,0.0010455874,-0.0016639738,-0.0002647797,0.0002541028,-0.0012140581
531,2018-03-12,-0.0024179822,8.61565e-05,-0.00062566,0.0007193707,-0.0002742637,0.0007885233,-0.0016901178,0.0003821316,-0.000171004,-6.04449e-05
532,2018-03-13,-8.95691e-05,0.0007482227,0.0004354589,3.95437e-05,0.0011343039,2.03774e-05,-0.0032588189,-0.0009276828,0.0004757141,-0.0005250325
533,2018-03-14,0.0014652565,-0.0005421108,0.0006761533,-0.0005162045,-0.0002990273,-0.0002353393,0.0026364291,-0.00047644,-0.000725324,-0.0004661122
534,2018-03-15,0.0024465299,-0.0010110499,-0.0010442483,0.0019778075,0.0011648226,0.0016224559,-0.0039276583,0.0011342343,0.0004504214,0.0078140607
535,2018-03-16,0.0007023437,-6.37793e-05,0.0003351223,-0.0013004439,0.0005693066,-0.0021248151,-0.0013254416,-7.3125e-06,0.000477164,-0.0042686851
536,2018-03-19,0.0024929961,-0.0024564286,-0.0015121745,-0.0010259192,-0.0016886573,-0.0009034289,0.0027280753,-0.0005396128,0.0009934452,-0.0039755257
537,2018-03-20,0.0015403543,0.0003905942,-0.0010673347,-0.0008139469,-0.0005447345,-0.0007118991,0.0021640402,-0.0017114094,0.0015524281,-0.0031680418
538,2018-03-21,0.0015911924,0.0008190084,-0.000624195,-0.0006104196,0.0002899894,-0.000649828,-0.0003613132,-0.0016471359,0.0009359283,-0.0017986668
539,2018-03-22,0.0016784538,0.0011980083,-0.0011683964,-0.0007954736,-0.0004602395,-0.0004234671,7.88731e-05,-0.0004816182,0.0016261753,-0.0060227026
540,2018-03-23,0.0035356391,-0.0013527858,-0.0013187616,-0.000774858,0.0006812277,-0.0013590941,0.0023202314,-0.0027389147,-0.0044527473,0.0050519029
541,2018-03-26,0.0006625925,-0.0024300017,-0.0038115892,0.0013447292,-0.0009425503,0.0014063986,0.0016896848,0.0038543619,0.0005490718,0.0002569768
542,2018-03-27,-0.0016960652,-0.0012987083,-0.0004285734,0.0011597958,-0.0009899477,0.0003366291,-0.0018508778,0.0004512715,0.0006701046,-0.0032497578
543,2018-03-28,0.0012190355,1.53145e-05,-0.0001048941,0.0007001921,-0.0017271742,-0.0006810018,-0.0007694515,-0.0004637351,0.0005128736,-0.0061510311
544,2018-03-29,0.0013901818,0.001573682,0.0032409836,-0.0003345915,-0.0001155022,0.0007055767,0.0016790556,-0.0011311716,0.0020383435,-0.0031510578
545,2018-03-30,-0.001540671,-0.001696122,-0.0020057108,0.000680719,-0.0011591218,0.001574708,0.0008350322,0.0008253352,-0.0009872984,-0.0013587006
546,2018-04-02,-0.000958645,0.0002412479,-0.0022732216,-0.0006834819,-0.001534524,-0.0002039817,6.1781e-05,0.0010144265,-0.0019764257,-0.0008756459
547,2018-04-03,0.0010908848,0.0003977826,-0.0013995733,-0.0004586935,-0.0013689563,-0.0008288607,0.0035631977,-0.0005007005,0.0007090555,-0.002535976
548,2018-04-04,0.0018913899,0.0001187422,0.0005746169,-0.0006170525,0.0001855972,-0.0016348011,0.0011906972,-0.0010424906,0.0001679386,-0.0033039519
549,2018-04-09,0.0018816202,-0.0003542929,-0.0011048706,-0.0002301295,0.0001607433,-3.28318e-05,0.0037633058,0.0005172457,-0.0006308373,-0.0052187332
550,2018-04-10,0.0046234894,0.0016070271,0.0024773067,-5.84908e-05,0.0018703725,-3.64359e-05,0.003717243,-0.0014839217,0.0033111766,0.0007324536
551,2018-04-11,0.0008395904,-0.0005718455,0.0008246955,-0.0007986999,-0.0009316796,0.0003071153,0.0021868068,-0.0007753016,0.0009508525,-0.0040371448
552,2018-04-12,-2.0396e-06,-0.0010612336,7.1747e-05,6.32003e-05,-0.0010604988,0.0002623902,-0.0001956417,-0.0008858467,-0.0017730114,-0.0011850418
553,2018-04-13,0.000392304,6.5909e-05,0.0007603504,-6.32756e-05,0.0011551427,5.42308e-05,0.0003084221,0.0012671314,-0.0009250108,-0.000735325
554,2018-04-16,-0.0010977828,-0.0013658199,-0.0045025679,0.0016244722,-0.0001642926,0.0013981088,-0.0011645674,0.0035020759,-0.0021564648,0.0050110817
555,2018-04-17,0.0019866685,0.0014678976,-0.0011182394,-0.000294085,0.0011583607,-0.0014686146,-0.0017830188,0.0010793461,-0.0016330131,0.0017652
556,2018-04-18,0.0010311185,-5.13684e-05,-0.0001007363,-0.0004125491,-0.0006146621,0.0016809663,0.0006247065,0.0020552261,0.0014553742,0.0002202066
557,2018-04-19,0.0006340786,-0.0006302843,0.0011439365,0.0009101684,0.0003818037,-0.0006319373,-0.0021066739,-0.0011134501,0.001983742,0.0030129266
558,2018-04-20,0.0028628,-0.0024047648,-0.000658451,0.0007625695,0.0001098109,-0.0008419367,-0.0036974215,-8.63109e-05,4.48487e-05,0.0059182386
559,2018-04-23,0.0048520155,0.0025481122,0.0006089016,-0.0001880905,-0.0001954243,-0.0014287435,0.0040679352,-0.0014357318,0.0016447496,-0.0049656512
560,2018-04-24,0.0003301102,-0.0014340774,0.0016869752,-0.000762672,-0.0009028876,0.0021072938,0.005484264,-0.0008143566,0.0006233533,-0.0039461731
561,2018-04-25,0.0011436427,-0.0010602882,-0.0009629488,0.0010894454,-0.0012121669,-0.0002633311,0.0007770111,-0.0003537692,0.0007428602,-0.0028008684
562,2018-04-26,0.0023524989,-0.000180091,-0.0016848937,0.0006604693,0.0003300989,-0.0003194067,-0.0011097673,-0.0004111088,-0.0025431312,0.001411532
563,2018-04-27,-0.0003287005,-0.0001799565,-0.000286108,0.0013569928,-0.0003033514,0.000302265,-0.001237184,-0.0011818208,-0.0021294622,0.0012601335
564,2018-05-02,0.0023839827,-0.0010335814,0.0011512538,0.0025357292,0.0004686118,-0.0003973479,0.0028008337,6.70133e-05,0.0004935316,0.0021143993
565,2018-05-03,0.0001451495,0.000491049,0.0008376453,-0.0002954557,-3.68033e-05,0.0002491896,0.0018964777,-0.0007641337,0.0010868952,-0.0030007976
566,2018-05-04,0.0004563534,0.0004681628,-7.46649e-05,0.000865008,7.90091e-05,0.0006426357,1.66347e-05,-0.0018176431,0.0001289169,-0.0008332256
567,2018-05-07,0.0004715352,-0.0006623723,0.0016983164,-3.39205e-05,-0.0012615611,0.0014828584,0.00238206,0.0002411449,0.0022171376,-0.0012113903
568,2018-05-08,0.0001399202,-0.0007121286,0.0008960761,-0.0008393994,-0.0002919758,0.0006599664,-0.0004308708,-0.0013546872,0.0028415825,-0.0020353768
569,2018-05-09,0.0020728329,-0.0018895341,0.0005728634,0.0003467374,-0.0006735704,0.0003297662,0.0002928941,-0.0014562031,0.0009400613,-0.0031239158
570,2018-05-10,0.001879185,-0.0012615165,-1.58841e-05,-0.0004575081,-0.0007991723,-1.40492e-05,-0.0001396696,-0.0012576466,0.0012953931,-0.0022595238
571,2018-05-11,0.001737931,-0.0008202917,0.0004504986,-0.0001909177,0.0021602688,-0.0017190496,-0.0009483906,0.0014336239,-0.0005605095,0.0029120422
572,2018-05-14,0.0037607803,-0.0019341049,0.0004743607,0.0004091542,0.0001826667,-0.0003185283,0.0024609085,-0.0007458023,0.0007563888,0.0029235443
573,2018-05-15,-0.0010574197,0.0002333746,0.0001022363,-7.7942e-05,0.0001198577,0.0004537042,0.0019834829,-0.0013145681,0.0004741086,-0.0027291746
574,2018-05-16,0.0001242289,-0.0006807294,0.0004572821,-0.0004486103,-2.12475e-05,-0.0002315447,-0.0006000671,0.0002958761,-0.0011428567,0.0007504092
575,2018-05-17,0.0019386715,0.0005452391,0.0013178274,-0.0011292279,-0.0002188487,-0.0004527575,0.0011377666,-0.0008265508,0.0002850137,-0.0043338492
576,2018-05-18,0.002571392,0.0008770216,-0.0002805969,0.0001621647,0.0006804021,0.0004468161,-0.000412653,-0.0010461248,0.0013913526,-0.0003276696
577,2018-05-21,-0.000172127,-0.0002688683,-0.0003435157,-0.0004334333,0.0006405982,0.000449248,0.001797111,0.0006065068,0.000472252,-0.0019972156
578,2018-05-22,0.0007513245,-0.0012120114,-0.0016213801,-0.0005159811,-0.0003352862,-0.0014164051,0.0029925661,0.0006348792,0.0006341144,-0.0023845769
579,2018-05-23,0.0002365403,0.0006112184,-0.0026919787,0.0011634544,-0.0001754546,-0.0009441815,0.0013897226,0.0002986095,-0.0004489538,-0.0002964632
580,2018-05-24,-0.0008522296,0.0008764152,-0.0012478577,-0.0005602985,-0.0001948045,0.0005653516,0.0002280887,-0.0005232294,-0.000203988,-0.0022983971
581,2018-05-25,0.0002061902,0.0004373881,-0.0009681468,-0.0012811437,-0.0007723706,-0.0010094666,0.0018189584,-0.0024253144,0.0010578192,-0.002150543
582,2018-05-28,0.0033706487,-0.0017555904,0.0020862778,0.0001342186,-0.0004030526,0.0004696239,-0.0003631113,-0.001554095,0.0003088908,0.0026702615
583,2018-05-29,0.0011379695,0.000133789,0.0018599225,-0.0009850928,-0.0007797557,-0.0003992857,-0.0016820054,-0.0007063648,-0.0014971732,-0.0003001365
584,2018-05-30,0.0002626462,-0.0008386633,-0.0017281397,0.0006007908,4.72243e-05,7.15502e-05,-0.0008800189,0.0005745669,-0.0036570818,0.0105341844
585,2018-05-31,0.0016146598,-0.0007602034,0.0008400586,-0.0009701151,-0.0013676727,0.000684013,0.0020146948,-0.0015140685,0.0016708084,-0.001657277
586,2018-06-01,0.002649311,-0.0004545765,0.0019715026,-0.0007170128,-0.0003158481,-0.0013450812,-0.0019838939,-0.0007455538,-0.0004322231,-0.0019974518
587,2018-06-04,0.0043814651,-0.0003654961,0.0014440142,0.0001526742,-0.0021894547,-0.0007349627,0.0024977417,-0.0014089091,0.0017639992,-0.0012410392
588,2018-06-05,-0.0001694286,-0.0017083508,0.000599606,-2.67191e-05,-0.0004631205,0.0013449559,0.0025935914,0.0006989437,0.0021838323,-0.0012092735
589,2018-06-06,-0.0003683092,-0.0010515047,-0.0003689184,-0.0007749696,-0.0008195901,-0.0002551425,0.0018681994,-0.0003427205,0.001787858,-0.0016300093
590,2018-06-07,3.83058e-05,-0.0001440022,0.0016153512,-0.000279798,0.0003947735,-0.0002059265,-0.0007613114,-3.88345e-05,0.0007883896,0.0023906021
591,2018-06-08,-0.0003474652,-0.0019453212,-0.0004144181,-0.0001882955,-0.00061691,-0.0011087476,0.0026269373,0.0006857992,-0.0002200783,-0.0004145926
592,2018-06-11,0.0011598653,-0.0002353572,0.0014994761,-0.0012271265,0.0012501051,3.2202e-06,0.0002034244,-0.0013610948,0.0003335517,-0.0016084905
593,2018-06-12,0.0010298658,-0.0006911254,0.0021080283,0.0005841114,-0.001168284,0.002201677,-9.45291e-05,-0.0015883451,0.0014139028,0.0019003922
594,2018-06-13,0.0016940625,-0.001323957,0.0005246023,0.0004639926,0.0004801234,-0.0008998367,-0.000183543,-0.0008295081,-0.0009546704,0.0028430437
595,2018-06-14,0.0003753594,0.0018426902,0.0005004941,-0.0008187463,-0.0002313492,-7.39902e-05,0.0011926357,6.27575e-05,0.0010866561,-0.0016176947
596,2018-06-15,0.005379749,8.11065e-05,0.0008441363,-9.99931e-05,-7.87019e-05,-0.0004939868,0.0006833904,0.0002508617,0.0013289579,0.0058237524
597,2018-06-19,3.95988e-05,-0.0030598477,0.0008758342,-0.0008446772,-0.000633902,-0.0016415522,0.0014726027,-0.0039916961,-0.002379409,0.009060201
598,2018-06-20,0.0010424426,0.0007382733,0.0007547231,-0.0012994802,-0.0013337734,0.0019188446,0.0052966611,0.0030298261,0.0028715294,-0.0006364019
599,2018-06-21,0.0029955244,0.0010617137,0.0027332908,-0.0013230668,0.0003730775,0.0001027857,0.0002093233,-6.40808e-05,0.0004914066,0.0047665804
600,2018-06-22,-0.0001693047,0.0016441457,0.00112508,-0.0004486083,-0.0002134417,0.0013552256,0.0010385037,0.0010480524,0.0022413014,-0.002146
601,2018-06-25,0.0008993587,0.0004351059,-0.0019645599,6.357e-06,-0.0014578428,-0.0017072137,0.0017175188,0.0004577575,0.0011660992,-0.0033590565
602,2018-06-26,0.0014226169,0.0011188779,-0.002968103,0.0007537279,-0.0002296935,-0.0002283194,0.0013323665,0.0012886959,0.0020714408,-0.0047827454
603,2018-06-27,0.0006401526,0.0028457533,-0.001841698,-0.0008082735,5.84178e-05,-0.0011545799,0.0004580025,0.00095498,0.0002044748,-0.0040954195
604,2018-06-28,0.0039129945,0.0013759454,-0.0011484713,-0.0002341094,0.0003400985,-0.0001766882,0.0003830126,-0.0008598155,0.0009462499,-0.0014798904
605,2018-06-29,-0.0010603639,-0.0013985114,0.0003761146,0.0014377535,-0.0004097219,0.0021107667,0.0014741049,-0.000282537,0.0020493011,0.0007283704
606,2018-07-02,-0.0013171737,0.0005413892,-0.004619793,0.0019499589,-0.0006646661,-0.0010937449,-0.0001405848,0.0016385986,-0.0004210814,-0.0004948851
607,2018-07-03,0.0013216339,0.0012991805,-3.51342e-05,-0.0001671395,-0.0009475402,0.0006840001,0.0005131018,0.0011812838,0.0019723933,-0.0055780988
608,2018-07-04,0.0036814325,-0.0008604902,-0.0003698418,0.000726427,-0.0002313486,-3.58532e-05,-0.0038128824,-0.0003773783,0.0004668833,0.0027348182
609,2018-07-05,0.0036357969,-0.0008739345,0.0003173671,-0.0008207541,-5.3566e-05,-0.001726478,0.0003516219,-0.0031401855,-0.0013268193,0.0012448963
610,2018-07-06,0.0028829639,-0.0004094667,0.0006141365,0.000307963,-0.0007705182,-0.0007491356,0.0016778567,-0.0005101479,0.0027013908,-0.0022137469
611,2018-07-09,0.0024461323,-0.0013265071,0.0030187428,0.0002227048,-0.0004801008,0.0012564434,0.0049339298,-0.0010801279,0.0027629596,-0.0013636637
612,2018-07-10,0.001025002,-0.0002164259,0.0001886421,-0.0002925028,-0.0003735331,0.0003809684,0.004446841,2.9488e-06,0.0016556928,-0.0033040045
613,2018-07-11,0.0041817054,-0.0032012567,-0.0010430398,0.0010832892,0.0001072695,-0.000421503,0.0026721356,-0.0004891742,0.0005361179,0.0025702767
614,2018-07-12,-0.0005358145,0.0005417679,0.0008384668,0.0001750055,-0.0004779396,0.0010772995,0.0009046287,-0.0001794632,0.0011158188,-0.000328658
615,2018-07-13,0.0031073338,-0.0013598812,0.0004984802,0.0017710943,-0.0001811092,0.000881716,0.0005522198,-0.0008549803,0.0018609666,0.0004557418
616,2018-07-16,0.0012366596,-0.000779248,-7.2e-08,0.0001988184,-0.0001723427,0.0003310336,-0.0001486581,0.0003432352,-0.0003227498,-0.0006233016
617,2018-07-17,-0.0005612117,-0.0005435661,0.0004444964,0.0004231995,0.0013845099,0.0001556696,-0.0018397715,0.000477163,1.6962e-05,-0.0028073303
618,2018-07-18,0.0016474647,0.0011380082,9.86635e-05,-0.0005156526,-4.88955e-05,-0.0013325458,-0.0022941032,-0.0002541638,0.0006518755,-0.0008210016
619,2018-07-19,0.0049103829,-0.0019305279,0.0016428698,-0.0005005846,-0.0005970717,0.0002100852,0.0010799653,-0.000493332,-0.0006510148,0.0012913837
620,2018-07-20,0.0008808663,0.0007427519,0.0007494911,0.0002640764,5.9477e-06,0.0007468226,3.90134e-05,-0.0010138478,0.0004232367,-0.0004787361
621,2018-07-23,0.0023300128,0.0004129079,0.0018960832,-0.0007291418,0.0009705221,0.0014838966,-0.0035384008,-0.0002424378,-0.0002318401,0.0026004679
622,2018-07-24,0.001584179,0.0018323473,0.002938761,-0.0013368755,0.0017208434,-0.0007350089,-0.0008327054,5.53152e-05,0.0016330342,-0.0004794672
623,2018-07-25,-0.0016725918,0.000521255,-0.0007175604,0.0005519269,4.54829e-05,0.0002222917,-0.0028269073,-0.0001342332,0.0003357297,-0.0004530406
624,2018-07-26,0.0005447069,0.0028097731,-0.0006502823,0.0011005134,0.0007585083,-0.0021005268,-0.0081088542,-0.0012987814,-0.0002437715,-0.0039881055
625,2018-07-27,0.0048444309,-0.0020344148,-0.001249545,-0.0007881569,0.0013816591,-0.0003648339,0.000250206,0.000226216,0.0011054849,-0.0005223433
626,2018-07-30,0.0047501016,-0.0005298711,0.0015536278,-0.0002764646,0.0006695242,-0.0004857001,0.0008920392,-0.0001211032,0.000446717,0.0029133646
627,2018-07-31,0.0003473635,0.0017623303,0.0001641986,-0.0001459595,6.67272e-05,0.0001181898,-0.0003663858,-0.0024226248,-0.000389782,-0.0029954561
628,2018-08-01,0.0015503944,-0.0006768933,-0.0024349698,-0.0003031487,-0.0004649881,-0.0004189875,-0.0007614935,0.0002399804,0.0001121288,0.0006167832
